,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Aggregate,,,,,,,,,,,,,Auto,,,,,,,,,Switch/Scale,,,,,,,,Vault,,,,,,,,,,Endgame,,,,,,,,Miscellaneous,,,,,,,Awards,,,,,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,winning Margin Elo,total Points,winning Margin,ranking Points,auto Points,teleop Excluding Endgame Points,endgame Points,auto Elo Points,scale Elo Points,switch and Scale Elo Points,win,opponent Switch Deactivated Seconds,placeholder,auto Run Points,auto Run Rate,auto Switch Ownership Seconds,auto Switch At Zero,auto Scale Ownership Seconds,auto Scale Ownership Margin,auto Ownership Points,auto Ownership Points Margin,auto Quest Ranking Point,teleop Switch Ownership Seconds,teleop Switch Force Seconds,teleop Switch Boost Seconds,teleop Scale Ownership Seconds,teleop Scale Force Seconds,teleop Scale Boost Seconds,teleop Ownership Points,teleop Ownership Points Margin,vault Force Played,vault Force Total,average Force Efficiency,vault Levitate Played,vault Levitate Total,average Levitate Efficiency,vault Boost Played,vault Boost Total,average Boost Efficiency,vault Points,parking Points,climbing Points,levitate Points,climb Rate,adjusted Levitate Rate,adjusted Climb Or Levitate Rate,adjusted Individual Endgame Points,face The Boss Ranking Point,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,tba Ranking Points Earned,Chairman's Strength (mCA),,,,,,,,,,,,,,,,,,,
4039,MakeShift Robotics,Detroit,ONT District McMaster University Event,6,1712,104.12,72.72,1.19,16.51,70.76,1.27,-1.00,-1.00,-1.00,0.29,42.72,-1.00,5.04,1.00,5.13,0.42,0.61,0.38,11.47,9.51,0.39,37.00,-0.70,1.19,23.71,4.88,0.91,62.81,53.74,0.82,0.72,0.40,0.03,0.70,-0.05,0.25,0.17,0.33,7.95,2.47,-1.49,0.28,0.14,0.19,0.33,11.43,0.10,0.49,0.84,-0.21,0.45,-2.85,15.58,-1.00,-67637,,,,,,,,,,,,,,,,,,,
4039,MakeShift Robotics,Detroit,ONT District Ryerson University Event,3,1782,164.52,167.46,1.56,18.23,123.70,13.57,-1.00,-1.00,-1.00,0.33,55.40,-1.00,5.47,1.00,5.75,0.58,0.63,0.77,12.76,8.81,0.52,61.63,-0.40,2.05,42.91,0.74,2.19,108.78,133.17,0.20,0.52,0.19,0.42,1.04,0.02,0.87,1.42,0.05,14.91,3.32,6.02,4.23,0.11,0.31,0.42,13.61,-0.06,0.02,0.15,0.28,0.33,7.12,9.01,-1.00,-67941,,,,,,,,,,,,,,,,,,,
4039,MakeShift Robotics,Detroit,ONT District Georgian College Event,1,1706,132.96,80.99,0.70,22.48,97.29,16.04,-1.00,-1.00,-1.00,0.32,33.13,-1.00,4.62,1.00,7.64,0.78,1.29,1.13,17.86,22.82,0.46,54.79,1.54,1.67,22.81,2.88,-0.88,78.38,43.58,0.66,1.02,0.16,1.60,1.39,0.43,0.60,1.36,-0.10,18.91,2.85,-2.78,15.96,0.06,0.32,0.38,13.89,-0.07,0.43,0.14,0.39,-0.14,11.94,-2.88,-1.00,5985,,,,,,,,,,,,,,,,,,,
4041,Iron Tigers,Detroit,NE District Pine Tree Event,4,1654,158.69,77.25,0.96,13.97,121.23,19.13,-1.00,-1.00,-1.00,0.22,15.59,-1.00,3.53,0.79,3.48,0.44,1.75,1.65,10.45,4.86,0.17,57.60,2.30,2.87,49.80,1.49,2.66,112.93,85.82,0.48,0.61,0.32,0.44,0.42,0.35,0.79,0.63,0.32,8.30,1.16,13.44,4.53,0.50,0.12,0.62,19.64,0.04,0.24,0.23,0.35,0.13,9.91,4.35,-1.00,785,,,,,,,,,,,,,,,,,,,
4041,Iron Tigers,Detroit,NE District SE Mass Event,2,1598,125.38,64.75,1.19,9.89,81.83,28.39,-1.00,-1.00,-1.00,0.25,13.23,-1.00,5.38,0.94,1.97,0.37,0.28,0.32,4.50,6.41,0.48,48.03,0.22,0.52,26.22,0.29,0.58,75.36,25.49,0.18,0.15,0.27,0.96,0.91,0.35,0.19,0.23,0.23,6.47,0.88,17.90,9.61,0.71,0.12,0.82,25.00,0.00,0.20,0.42,-0.25,0.13,-5.22,5.28,-1.00,545,,,,,,,,,,,,,,,,,,,
4042,Murphy's Lawyers,Detroit,NE District Pine Tree Event,4,1399,60.82,-67.98,-0.07,4.81,39.88,10.21,-1.00,-1.00,-1.00,0.20,-2.56,-1.00,4.71,1.00,-0.41,0.00,0.46,0.25,0.10,-4.77,0.05,19.24,0.16,-0.91,17.82,0.42,-0.15,36.00,-38.58,0.26,0.15,0.37,0.46,0.73,0.20,-0.35,-0.10,0.24,3.88,1.75,3.88,4.58,0.08,0.28,0.36,12.50,-0.03,0.99,0.70,0.10,0.10,7.35,5.91,-1.00,-85,,,,,,,,,,,,,,,,,,,
4042,Murphy's Lawyers,Detroit,NE District Worcester Polytechnic Institute Event,1,1388,61.46,-43.08,0.42,7.04,43.26,4.70,-1.00,-1.00,-1.00,0.20,6.63,-1.00,4.15,1.00,1.37,0.18,0.08,0.17,2.89,-1.30,0.17,37.91,-0.01,-1.26,7.26,-1.43,-0.79,43.12,-25.38,-0.28,-0.43,0.29,0.01,0.70,0.05,-0.10,-0.24,0.31,0.14,2.80,1.80,0.10,0.00,0.17,0.17,7.92,0.00,-0.10,-0.09,0.16,0.28,3.62,6.55,-1.00,-85,,,,,,,,,,,,,,,,,,,
4043,NerdHerd,Houston,PNW District Lake Oswego Event,5,1425,52.26,-31.48,-0.05,2.28,34.54,19.35,-1.00,-1.00,-1.00,0.29,6.92,-1.00,4.05,0.92,-0.06,-0.01,-0.83,-0.69,-1.77,-1.85,0.05,2.58,1.24,-0.54,23.05,1.70,-0.78,24.31,-30.99,0.67,0.78,0.18,1.11,1.09,0.36,-0.27,0.17,0.21,10.22,2.12,5.80,11.43,0.00,0.42,0.42,15.42,-0.08,0.37,0.26,0.15,-0.21,5.56,-3.90,-1.00,1684,,,,,,,,,,,,,,,,,,,
4043,NerdHerd,Houston,PNW District Wilsonville Event,2,1410,12.98,-132.38,-0.37,1.91,1.73,8.85,-1.00,-1.00,-1.00,0.25,-17.80,-1.00,4.33,1.00,-1.65,-0.30,0.44,0.70,-2.42,-10.24,-0.23,-0.52,1.31,-1.55,0.40,1.32,0.30,-1.37,-112.80,0.44,0.31,0.43,0.16,0.25,0.16,-0.17,0.06,0.23,3.10,3.23,6.49,-0.87,0.33,0.10,0.43,15.00,0.02,0.53,0.05,-0.11,0.01,-0.21,0.48,-1.00,1468,,,,,,,,,,,,,,,,,,,
4048,Redshift,Detroit,NE District Rhode Island Event,4,1565,142.84,66.39,0.53,12.36,98.55,10.67,-1.00,-1.00,-1.00,0.40,17.98,-1.00,5.56,1.00,2.36,0.33,1.04,1.28,6.80,2.05,0.39,49.56,0.44,0.85,39.98,-0.16,1.27,91.65,66.84,-0.01,0.13,0.29,0.52,0.88,0.12,0.67,0.37,0.26,6.90,3.47,2.05,5.15,0.14,0.26,0.40,13.93,0.00,0.43,2.61,0.41,0.33,12.36,21.23,-1.00,2225,,,,,,,,,,,,,,,,,,,
4048,Redshift,Detroit,NE District Worcester Polytechnic Institute Event,1,1544,87.21,3.84,0.04,5.93,66.42,15.36,-1.00,-1.00,-1.00,0.38,5.19,-1.00,4.84,0.92,0.39,0.11,0.16,0.03,1.09,-1.66,0.05,43.28,0.83,2.17,13.71,0.65,-0.17,58.99,-2.14,0.14,0.25,0.32,0.83,0.98,0.30,0.10,0.26,0.28,7.44,3.20,3.83,8.32,0.00,0.29,0.29,12.08,0.00,0.27,0.30,-0.11,-0.08,-1.47,-0.42,-1.00,1733,,,,,,,,,,,,,,,,,,,
4049,Knoch Knights Robotics,Detroit,Greater Pittsburgh Regional,4,1470,39.11,-99.92,-0.15,2.10,26.05,7.27,-1.00,-1.00,-1.00,0.19,3.36,-1.00,2.80,1.00,-0.01,-0.03,-0.34,-0.97,-0.70,-1.40,-0.05,27.01,1.05,-1.07,-5.12,3.21,0.03,20.86,-74.65,0.81,0.70,0.30,0.54,0.54,0.30,-0.31,-0.20,0.32,5.19,1.26,0.65,5.36,0.11,0.22,0.33,12.22,0.07,0.47,-0.10,-0.05,0.17,1.23,3.69,-1.00,83,,,,,,,,,,,,,,,,,,,
4050,Biohazard,Detroit,Greater Pittsburgh Regional,4,1568,93.01,5.92,0.12,3.13,60.76,24.41,-1.00,-1.00,-1.00,0.36,3.18,-1.00,5.19,1.00,-0.10,0.03,-0.93,-1.13,-2.06,-5.11,0.02,31.77,2.20,-1.08,20.74,2.17,0.44,51.87,-7.85,0.59,0.44,0.47,1.08,1.03,0.36,0.08,0.31,0.03,8.89,1.39,12.27,10.75,0.00,0.61,0.61,19.44,0.15,-0.17,-0.03,-0.17,0.19,-5.16,4.71,-1.00,389,,,,,,,,,,,,,,,,,,,
4051,Sabin-Sharks,Houston,PNW District Wilsonville Event,2,1377,29.33,-83.40,-0.03,7.81,29.45,1.18,-1.00,-1.00,-1.00,0.39,2.03,-1.00,5.05,0.92,0.87,0.14,0.51,0.72,2.76,-1.91,0.20,27.77,1.16,-0.15,-0.92,-0.14,-1.72,24.98,-55.42,0.05,0.10,0.33,0.35,1.06,0.00,-0.17,-0.26,0.35,4.47,4.21,-6.49,3.47,0.00,0.19,0.19,8.33,-0.04,-0.45,0.09,0.04,-0.38,-1.25,-9.12,-1.00,68,,,,,,,,,,,,,,,,,,,
4051,Sabin-Sharks,Houston,PNW District Clackamas Academy Event,1,1420,35.78,-32.82,0.04,2.51,27.97,6.67,-1.00,-1.00,-1.00,0.22,17.80,-1.00,3.98,0.92,-0.63,-0.08,-0.11,-0.04,-1.47,-2.11,-0.10,5.00,-0.47,-1.78,20.62,0.60,-0.10,23.75,-27.18,0.08,-0.06,0.42,0.18,0.96,-0.14,-0.27,-0.05,0.24,4.23,3.94,0.98,1.75,0.00,0.15,0.15,6.67,-0.02,0.30,1.30,-0.19,-0.32,-3.28,-1.38,-1.00,68,,,,,,,,,,,,,,,,,,,
4053,Team Ascension,Houston,Bayou Regional,4,1454,41.45,-51.62,0.62,6.12,36.74,2.14,-1.00,-1.00,-1.00,0.33,8.39,-1.00,4.00,0.67,0.62,0.06,0.44,0.41,2.13,2.98,0.14,17.35,0.71,0.55,19.18,-0.86,-0.91,36.17,-29.95,-0.05,0.01,0.26,0.35,0.37,0.26,-0.26,-0.26,0.38,0.57,1.67,-2.99,3.46,0.00,0.22,0.22,7.78,-0.04,1.20,0.03,-0.13,-0.15,2.66,-3.56,-1.00,-5,,,,,,,,,,,,,,,,,,,
4054,Robo Raiders,Detroit,Iowa Regional,4,1483,45.27,-75.49,0.09,3.39,35.22,6.48,-1.00,-1.00,-1.00,0.37,-11.65,-1.00,4.18,1.00,-0.37,-0.04,-0.03,-0.41,-0.79,-3.97,-0.04,28.76,0.06,-1.70,5.17,0.46,-0.88,31.35,-55.21,0.08,0.23,0.25,0.26,0.61,0.15,-0.31,-0.07,0.29,3.86,0.99,2.93,2.56,0.11,0.30,0.41,12.22,0.04,-0.22,0.57,0.44,-0.11,9.92,0.19,-1.00,134,,,,,,,,,,,,,,,,,,,
4055,NRG,Detroit,NE District Pine Tree Event,4,1582,151.14,93.51,1.20,13.07,95.81,36.53,-1.00,-1.00,-1.00,0.37,22.15,-1.00,4.56,0.93,3.60,0.45,0.65,-0.06,8.50,5.57,0.36,59.83,2.60,1.85,19.62,2.67,1.00,82.30,50.58,0.91,1.06,0.10,1.29,1.21,0.29,0.48,0.44,0.30,13.51,-1.55,27.75,10.34,0.50,0.27,0.77,24.64,0.21,-0.09,-0.05,-0.31,0.24,-8.13,5.82,-1.00,3234,,,,,,,,,,,,,,,,,,,
4055,NRG,Detroit,NE District Southern CT Event,3,1525,85.35,-27.26,0.48,6.94,54.57,28.48,-1.00,-1.00,-1.00,0.46,8.54,-1.00,5.51,1.00,0.95,0.07,-0.24,-1.52,1.42,1.17,0.22,34.34,0.92,-0.41,13.42,-1.50,0.00,47.35,-17.88,-0.20,-0.15,0.24,1.36,1.33,0.36,0.17,0.27,0.19,7.22,1.46,13.39,13.63,0.60,0.16,0.76,23.33,-0.04,0.21,0.18,0.48,-0.22,13.02,-4.55,-1.00,2754,,,,,,,,,,,,,,,,,,,
4055,NRG,Detroit,NE District Waterbury Event,2,1507,73.64,-55.03,0.39,4.35,41.82,20.85,-1.00,-1.00,-1.00,0.40,10.54,-1.00,5.32,0.93,-0.10,0.02,-0.38,-1.17,-0.97,-2.85,0.05,38.33,1.83,0.72,-3.04,0.41,-0.76,35.25,-42.99,0.25,0.50,0.18,0.82,0.62,0.46,0.30,0.20,0.19,6.57,2.51,10.11,8.23,0.50,0.21,0.71,23.21,0.02,2.10,-0.30,-0.17,0.32,6.19,6.62,-1.00,2754,,,,,,,,,,,,,,,,,,,
4056,ElectroTitans,Houston,Orange County Regional,4,1445,63.52,-77.95,-0.17,0.07,49.22,7.66,-1.00,-1.00,-1.00,-0.01,-8.48,-1.00,1.34,0.40,-0.58,0.04,-0.06,-0.14,-1.27,-8.06,-0.05,26.46,-0.46,0.80,14.20,2.68,0.16,41.62,-52.83,0.41,0.40,0.37,0.69,0.61,0.39,0.43,0.51,0.12,7.59,2.47,-1.66,6.85,0.00,0.28,0.28,11.50,-0.03,0.31,-0.21,0.38,0.31,11.01,6.58,-1.00,46,,,,,,,,,,,,,,,,,,,
4057,Klamath Basin Robotics - STEAMPUNK ,Houston,PNW District Lake Oswego Event,5,1496,105.31,31.56,0.93,7.06,85.40,11.39,-1.00,-1.00,-1.00,0.30,9.38,-1.00,3.92,0.93,0.81,0.06,0.76,0.39,3.14,0.08,0.08,11.40,0.44,1.82,55.49,0.31,3.40,72.11,36.46,0.18,0.54,0.12,0.66,0.57,0.37,1.21,1.55,0.03,13.29,1.90,3.34,6.15,0.07,0.25,0.32,11.43,0.07,-0.56,0.43,0.13,-0.03,0.34,1.47,-1.00,707,,,,,,,,,,,,,,,,,,,
4057,Klamath Basin Robotics - STEAMPUNK ,Houston,PNW District Wilsonville Event,2,1486,86.44,-27.06,0.22,12.63,52.75,18.81,-1.00,-1.00,-1.00,0.40,19.53,-1.00,5.22,1.00,3.00,0.42,0.71,-0.06,7.41,2.63,0.38,49.83,-0.11,1.78,-2.42,0.65,-1.20,47.99,-25.05,0.08,0.07,0.34,0.84,0.84,0.36,0.00,0.04,0.35,4.76,2.05,8.15,8.61,0.25,0.17,0.42,15.42,0.08,0.80,0.68,0.00,-0.05,4.02,2.24,-1.00,707,,,,,,,,,,,,,,,,,,,
4060,S.W.A.G.,Houston,PNW District Glacier Peak Event,4,1514,96.01,-4.81,0.46,5.56,75.25,12.70,-1.00,-1.00,-1.00,0.26,13.06,-1.00,5.28,1.00,0.61,0.19,-0.47,-2.67,0.28,1.81,0.10,32.96,1.87,3.33,21.94,4.22,1.31,59.53,3.42,0.94,1.35,0.30,0.82,0.78,0.34,0.82,1.02,0.16,15.72,3.99,0.55,8.15,0.00,0.35,0.35,12.50,-0.05,-0.31,0.85,0.26,-0.07,4.93,2.52,-1.00,1044,,,,,,,,,,,,,,,,,,,
4060,S.W.A.G.,Houston,PNW District Auburn Event,3,1544,116.57,63.44,0.89,8.96,93.16,6.37,-1.00,-1.00,-1.00,0.43,12.35,-1.00,5.36,1.00,1.77,0.22,0.03,-0.46,3.60,7.16,0.23,44.97,0.84,1.18,41.12,0.72,0.84,88.11,45.74,0.20,0.14,0.34,0.17,0.52,0.11,0.34,0.36,0.23,5.05,2.58,2.11,1.68,0.00,0.21,0.21,9.64,-0.03,-0.30,0.76,-0.26,0.17,-7.99,8.06,-1.00,1044,,,,,,,,,,,,,,,,,,,
4060,S.W.A.G.,Houston,PNW District Mount Vernon Event,1,1496,28.81,-66.83,0.10,6.40,5.99,3.37,-1.00,-1.00,-1.00,0.32,3.20,-1.00,4.56,0.83,1.23,0.15,-0.31,-0.47,1.84,1.06,0.03,6.28,0.24,-0.56,3.97,-0.92,-1.39,8.30,-60.32,-0.17,-0.15,0.28,-0.11,0.07,0.16,-0.28,-0.39,0.35,-2.31,0.95,3.31,-0.88,0.00,0.18,0.18,7.08,-0.01,-0.16,-0.23,-0.15,0.57,-4.50,13.05,-1.00,1044,,,,,,,,,,,,,,,,,,,
4061,SciBorgs,Houston,Pacific Northwest District Championship,6,1644,107.39,23.53,0.86,15.58,66.77,13.16,-1.00,-1.00,-1.00,0.41,31.10,-1.00,4.90,0.92,4.22,0.33,1.12,-0.38,10.68,9.29,0.27,51.82,-0.22,-0.25,10.36,0.32,-0.72,61.21,17.74,0.05,0.15,0.25,0.90,0.74,0.43,0.07,0.22,0.17,5.56,1.36,2.53,9.26,0.17,0.28,0.44,14.17,0.07,0.15,0.54,0.02,0.37,1.30,11.86,-1.00,,,,,,,,,,,,,,,,,,,,
4061,SciBorgs,Houston,PNW District West Valley Event,4,1680,114.10,92.80,1.03,16.83,82.30,8.94,-1.00,-1.00,-1.00,0.27,61.72,-1.00,4.54,0.94,6.15,0.66,-0.01,0.02,12.29,11.02,0.48,63.75,-1.69,1.33,9.79,1.88,0.42,75.29,67.38,0.17,0.33,0.32,0.65,0.61,0.32,0.45,0.46,0.19,7.02,1.63,0.80,6.52,0.00,0.31,0.31,10.88,-0.02,-0.61,0.07,0.27,0.23,3.64,6.02,-1.00,3250,,,,,,,,,,,,,,,,,,,
4061,SciBorgs,Houston,PNW District SunDome Event,3,1703,138.09,151.75,1.50,19.53,88.73,20.21,-1.00,-1.00,-1.00,0.27,70.86,-1.00,5.34,0.89,6.60,0.65,0.50,0.67,14.19,15.84,0.52,64.13,-0.47,2.08,10.82,0.13,0.38,77.41,84.83,0.06,0.35,0.04,1.45,1.31,0.42,0.58,0.60,0.20,11.32,2.28,3.46,14.47,0.06,0.31,0.37,13.89,0.00,0.15,0.17,-0.01,0.35,0.50,9.61,-1.00,2914,,,,,,,,,,,,,,,,,,,
4063,TriKzR4Kidz,Houston,Alamo Regional,6,1690,153.77,113.40,1.21,17.86,111.84,14.04,-1.00,-1.00,-1.00,0.48,26.36,-1.00,4.88,0.93,5.85,0.61,0.64,0.77,12.99,5.85,0.42,39.68,0.95,0.45,48.94,1.61,4.96,94.02,81.22,0.45,0.92,0.04,1.21,1.11,0.38,1.33,1.53,0.06,17.82,-0.38,2.34,12.09,0.00,0.33,0.33,11.33,-0.01,0.14,0.73,-0.31,0.26,-7.17,10.02,-1.00,5646,,,,,,,,,,,,,,,,,,,
4063,TriKzR4Kidz,Houston,El Paso Regional,5,1625,120.84,71.15,0.65,13.62,82.07,10.59,-1.00,-1.00,-1.00,0.45,22.38,-1.00,5.66,1.00,2.74,0.33,1.25,1.47,7.97,5.96,0.35,32.93,-1.19,2.45,29.82,2.24,2.19,67.39,35.27,0.57,0.77,0.13,1.07,1.06,0.29,0.80,1.10,0.13,14.69,2.22,-2.29,10.66,0.00,0.34,0.34,12.35,-0.02,-0.88,-0.31,0.13,0.64,-1.11,14.55,-1.00,5238,,,,,,,,,,,,,,,,,,,
4063,TriKzR4Kidz,Houston,Hub City Regional,2,1617,86.27,3.75,0.72,13.15,61.66,10.60,-1.00,-1.00,-1.00,0.23,22.50,-1.00,4.87,0.92,3.24,0.33,0.91,0.89,8.29,9.30,0.35,26.38,0.20,1.83,24.17,0.89,2.09,54.46,27.67,0.19,0.25,0.30,0.55,0.67,0.24,0.48,0.52,0.23,7.20,1.53,3.58,5.48,0.08,0.29,0.37,15.00,0.02,1.55,0.95,0.89,-0.16,30.00,0.86,-1.00,5164,,,,,,,,,,,,,,,,,,,
4064,InZombiacs,Houston,Orlando Regional,2,1514,42.37,-10.08,0.54,2.59,40.24,3.14,-1.00,-1.00,-1.00,0.01,5.09,-1.00,1.29,0.00,-0.06,0.00,0.71,1.02,1.30,-2.02,-0.05,26.35,-1.22,-1.35,21.55,-0.46,-2.14,44.40,0.47,-0.23,-0.36,0.43,-0.15,-0.14,0.22,-0.22,-0.33,0.39,-4.15,2.29,2.71,-1.86,0.13,0.13,0.25,8.75,0.08,-0.03,0.50,-0.16,-0.24,-4.21,-3.60,-1.00,132,,,,,,,,,,,,,,,,,,,
4065,Nerds of Prey,Houston,Orlando Regional,2,1452,70.28,-64.63,-0.05,4.38,44.83,13.38,-1.00,-1.00,-1.00,0.17,0.48,-1.00,4.02,0.88,0.25,0.05,-0.07,-1.62,0.36,-1.49,-0.01,33.95,-0.65,-0.23,1.16,0.33,1.26,36.15,-54.51,-0.04,-0.04,0.38,1.27,1.43,0.27,0.13,0.35,0.15,8.69,4.41,-4.32,13.29,0.00,0.19,0.19,9.38,-0.03,0.72,1.08,0.20,0.09,8.72,7.70,-1.00,110,,,,,,,,,,,,,,,,,,,
4068,Palmer Ridge BEARbotics,Houston,Colorado Regional,4,1433,74.64,-82.02,-0.48,1.38,45.03,27.43,-1.00,-1.00,-1.00,0.41,-4.77,-1.00,4.07,1.00,-0.55,0.05,-0.79,-2.78,-2.69,-5.43,-0.01,45.76,1.26,4.76,-19.79,4.53,-1.47,29.26,-71.37,0.98,1.35,0.06,1.47,1.31,0.44,0.34,0.50,0.23,15.77,2.21,10.52,14.69,0.38,0.22,0.60,20.00,0.02,0.89,-0.25,-0.15,0.08,0.70,0.80,-1.00,-23,,,,,,,,,,,,,,,,,,,
4069,Lo-Ellen Robotics,Detroit,ONT District McMaster University Event,6,1556,176.31,79.81,1.12,14.19,123.04,24.29,-1.00,-1.00,-1.00,0.38,16.08,-1.00,5.30,1.00,2.51,0.22,1.94,1.12,8.89,6.88,0.30,53.10,1.75,4.22,48.76,0.34,2.77,108.85,78.06,0.32,0.66,0.16,0.94,1.06,0.33,1.06,1.12,0.20,14.19,0.44,14.43,9.42,0.56,0.20,0.76,23.13,0.09,0.88,1.28,0.53,0.33,17.75,14.77,-1.00,1530,,,,,,,,,,,,,,,,,,,
4069,Lo-Ellen Robotics,Detroit,ONT District North Bay Event,5,1358,39.64,-107.26,0.11,7.40,9.04,13.38,-1.00,-1.00,-1.00,0.28,-8.19,-1.00,4.56,0.93,1.46,0.11,-0.04,0.28,2.84,-1.20,0.22,1.13,-0.04,-2.88,12.11,-1.58,-0.09,10.28,-77.98,-0.39,-0.49,0.43,0.59,0.52,0.39,-0.17,-0.28,0.26,-1.24,2.24,5.22,5.92,0.20,0.16,0.36,12.67,0.04,0.23,0.40,-0.11,0.31,-1.71,9.82,-1.00,1530,,,,,,,,,,,,,,,,,,,
4073,Robo Katz,Houston,Palmetto Regional,1,1514,90.69,-17.37,0.13,4.13,65.95,16.83,-1.00,-1.00,-1.00,0.06,0.15,-1.00,3.30,0.78,1.03,0.09,-0.62,-0.22,0.83,-5.39,-0.12,43.48,2.17,1.59,11.35,-1.24,-0.25,56.17,-18.24,-0.08,0.19,0.19,1.09,1.33,0.38,0.33,0.44,0.21,9.78,2.19,4.02,10.62,0.00,0.24,0.24,9.44,0.05,2.42,0.65,-0.05,0.02,10.74,3.77,-1.00,261,,,,,,,,,,,,,,,,,,,
4074,Shark Bytes,Houston,Palmetto Regional,1,1492,54.79,-9.03,0.42,1.14,36.26,-0.57,-1.00,-1.00,-1.00,0.26,9.40,-1.00,4.52,1.00,-0.89,-0.02,-0.81,-0.73,-3.39,0.76,0.07,37.45,-0.89,1.03,-4.20,-0.47,1.45,35.73,-36.54,-0.15,-0.15,0.32,0.46,0.02,0.63,0.42,0.23,0.31,0.53,4.90,-10.44,4.97,0.00,0.15,0.15,8.89,-0.06,0.07,0.64,0.05,0.59,1.49,17.95,-1.00,97,,,,,,,,,,,,,,,,,,,
4075,Robo Tigers,Houston,Palmetto Regional,1,1549,104.94,29.41,0.42,8.52,74.45,24.61,-1.00,-1.00,-1.00,0.40,15.12,-1.00,5.24,0.89,0.93,0.12,0.71,0.16,3.28,0.84,0.11,45.90,0.71,0.39,18.72,0.29,0.04,65.04,11.35,0.14,0.08,0.37,1.37,1.35,0.33,0.43,0.45,0.15,9.41,0.83,9.19,14.60,0.22,0.26,0.48,16.67,-0.07,-0.85,-0.56,0.29,0.01,2.97,-2.64,-1.00,110,,,,,,,,,,,,,,,,,,,
4076,Texan Robotics,Houston,Dallas Regional,1,1491,53.13,-43.44,0.31,0.09,30.05,13.93,-1.00,-1.00,-1.00,0.20,28.35,-1.00,2.33,0.67,-0.73,-0.07,-0.39,-0.24,-2.25,-5.10,0.02,13.28,-0.04,0.09,15.30,-1.64,0.39,29.06,-20.23,-0.37,-0.33,0.31,0.21,0.30,0.13,0.05,0.23,0.18,0.99,2.36,9.51,2.05,0.22,0.13,0.35,12.78,0.06,0.08,0.25,0.90,0.31,22.80,9.07,-1.00,205,,,,,,,,,,,,,,,,,,,
4077,M*A*S*H,Houston,PNW District Glacier Peak Event,4,1606,127.69,23.35,0.83,13.49,84.43,15.47,-1.00,-1.00,-1.00,0.42,7.55,-1.00,5.61,1.00,2.99,0.45,0.95,1.03,7.89,1.72,0.42,51.51,0.05,3.64,17.13,2.27,-0.02,72.25,6.72,0.53,0.71,0.18,0.88,0.92,0.33,0.32,0.81,0.19,12.18,1.21,5.48,8.78,0.07,0.30,0.37,12.50,0.07,-0.09,0.13,0.22,0.55,5.15,14.29,-1.00,857,,,,,,,,,,,,,,,,,,,
4077,M*A*S*H,Houston,PNW District Mount Vernon Event,1,1585,117.99,73.55,0.80,4.74,101.95,9.63,-1.00,-1.00,-1.00,0.33,25.86,-1.00,4.60,0.93,0.32,0.04,-0.25,0.01,0.14,-6.03,0.05,37.92,0.60,2.45,43.51,2.18,3.67,87.54,81.71,0.49,0.70,0.23,0.69,0.74,0.30,1.35,1.44,0.06,14.40,0.97,1.63,7.04,0.07,0.25,0.32,11.43,0.01,-0.59,0.66,0.31,-0.07,4.67,1.67,-1.00,857,,,,,,,,,,,,,,,,,,,
4078,Warriors,Houston,Ventura Regional,5,1456,115.28,8.96,0.20,7.89,44.01,33.71,-1.00,-1.00,-1.00,0.28,12.54,-1.00,4.92,0.92,1.18,0.26,0.31,0.28,2.97,-0.43,0.31,40.21,-0.34,0.90,-7.77,1.16,0.49,33.83,-46.69,0.13,0.28,0.27,1.37,1.18,0.44,0.36,0.58,0.10,10.19,-0.11,20.15,13.66,0.38,0.29,0.68,21.54,0.06,-0.01,-0.02,-0.12,1.19,-3.03,29.67,-1.00,-56,,,,,,,,,,,,,,,,,,,
4079,Quantum Leap,Houston,Orange County Regional,4,1616,159.01,114.14,0.77,6.45,131.02,12.48,-1.00,-1.00,-1.00,0.30,28.46,-1.00,5.16,1.00,0.82,0.22,-0.18,0.12,1.29,-2.79,0.24,53.58,-0.49,2.39,62.93,1.64,3.12,122.01,124.38,0.31,0.70,-0.04,0.12,0.18,0.22,0.79,0.92,0.25,9.00,2.43,8.90,1.15,0.17,0.18,0.35,13.75,0.02,0.06,0.12,0.75,0.34,19.16,9.06,-1.00,128,,,,,,,,,,,,,,,,,,,
4080,Team Reboot,Houston,PCH District Duluth Event,5,1461,89.25,1.12,0.34,7.03,65.19,13.84,-1.00,-1.00,-1.00,0.32,22.19,-1.00,5.29,0.86,1.09,0.14,-0.22,-0.44,1.74,-1.24,0.07,29.84,3.85,2.84,13.71,2.83,1.47,47.86,-12.19,0.95,1.10,0.28,1.21,1.28,0.30,0.93,1.09,0.04,17.34,3.01,-1.32,12.14,0.07,0.32,0.39,13.93,-0.02,0.02,-0.25,0.08,0.18,2.04,3.19,-1.00,1135,,,,,,,,,,,,,,,,,,,
